player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,is_break_point,server_is_player1,point_won,match_id
0,0,0,0,1,0,0,1,1,10434855
0,0,0,0,1,1,0,1,0,10434855
0,0,0,0,1,2,0,1,0,10434855
0,0,0,0,2,2,0,1,1,10434855
0,0,0,0,2,3,1,1,0,10434855
0,0,0,0,3,3,1,1,1,10434855
0,0,0,0,4,3,0,1,1,10434855
0,0,0,0,5,3,0,1,1,10434855
0,0,1,0,1,0,0,0,1,10434855
0,0,1,0,1,1,0,0,0,10434855
0,0,1,0,2,1,0,0,1,10434855
0,0,1,0,3,1,0,0,1,10434855
0,0,1,0,4,1,0,0,1,10434855
0,0,1,1,0,1,0,1,0,10434855
0,0,1,1,0,2,0,1,0,10434855
0,0,1,1,0,3,1,1,0,10434855
0,0,1,1,0,4,1,1,0,10434855
0,0,1,2,1,0,0,0,1,10434855
0,0,1,2,2,0,0,0,1,10434855
0,0,1,2,2,1,0,0,0,10434855
0,0,1,2,2,2,0,0,0,10434855
0,0,1,2,2,3,1,0,0,10434855
0,0,1,2,3,3,1,0,1,10434855
0,0,1,2,3,4,1,0,0,10434855
0,0,1,2,4,4,1,0,1,10434855
0,0,1,2,4,5,1,0,0,10434855
0,0,1,2,5,5,1,0,1,10434855
0,0,1,2,6,5,0,0,1,10434855
0,0,1,2,7,5,0,0,1,10434855
0,0,1,3,0,1,0,1,0,10434855
0,0,1,3,0,2,0,1,0,10434855
0,0,1,3,0,3,1,1,0,10434855
0,0,1,3,0,4,1,1,0,10434855
0,0,1,4,0,1,0,0,0,10434855
0,0,1,4,1,1,0,0,1,10434855
0,0,1,4,1,2,0,0,0,10434855
0,0,1,4,1,3,1,0,0,10434855
0,0,1,4,2,3,1,0,1,10434855
0,0,1,4,2,4,1,0,0,10434855
0,0,2,4,1,0,0,1,1,10434855
0,0,2,4,2,0,0,1,1,10434855
0,0,2,4,2,1,0,1,0,10434855
0,0,2,4,2,2,0,1,0,10434855
0,0,2,4,3,2,0,1,1,10434855
0,0,2,4,3,3,1,1,0,10434855
0,0,2,4,3,4,1,1,0,10434855
0,0,2,4,4,4,1,1,1,10434855
0,0,2,4,5,4,0,1,1,10434855
0,0,2,4,6,4,0,1,1,10434855
0,0,3,4,0,1,0,0,0,10434855
0,0,3,4,0,2,0,0,0,10434855
0,0,3,4,1,2,0,0,1,10434855
0,0,3,4,2,2,0,0,1,10434855
0,0,3,4,2,3,1,0,0,10434855
0,0,3,4,2,4,1,0,0,10434855
0,0,4,4,0,1,0,1,0,10434855
0,0,4,4,1,1,0,1,1,10434855
0,0,4,4,2,1,0,1,1,10434855
0,0,4,4,3,1,0,1,1,10434855
0,0,4,4,3,2,0,1,0,10434855
0,0,4,4,3,3,1,1,0,10434855
0,0,4,4,4,3,0,1,1,10434855
0,0,4,4,5,3,0,1,1,10434855
0,0,5,4,1,0,0,0,1,10434855
0,0,5,4,1,1,0,0,0,10434855
0,0,5,4,1,2,0,0,0,10434855
0,0,5,4,2,2,0,0,1,10434855
0,0,5,4,2,3,1,0,0,10434855
0,0,5,4,2,4,1,0,0,10434855
1,0,0,0,1,0,0,1,1,10434855
1,0,0,0,2,0,0,1,1,10434855
1,0,0,0,2,1,0,1,0,10434855
1,0,0,0,2,2,0,1,0,10434855
1,0,0,0,3,2,0,1,1,10434855
1,0,0,0,4,2,0,1,1,10434855
1,0,1,0,0,1,0,0,0,10434855
1,0,1,0,0,2,0,0,0,10434855
1,0,1,0,0,3,1,0,0,10434855
1,0,1,0,1,3,1,0,1,10434855
1,0,1,0,1,4,1,0,0,10434855
1,0,2,0,0,1,0,1,0,10434855
1,0,2,0,0,2,0,1,0,10434855
1,0,2,0,1,2,0,1,1,10434855
1,0,2,0,1,3,1,1,0,10434855
1,0,2,0,1,4,1,1,0,10434855
1,0,2,1,1,0,0,0,1,10434855
1,0,2,1,1,1,0,0,0,10434855
1,0,2,1,1,2,0,0,0,10434855
1,0,2,1,2,2,0,0,1,10434855
1,0,2,1,2,3,1,0,0,10434855
1,0,2,1,2,4,1,0,0,10434855
1,0,3,1,1,0,0,1,1,10434855
1,0,3,1,2,0,0,1,1,10434855
1,0,3,1,3,0,0,1,1,10434855
1,0,3,1,3,1,0,1,0,10434855
1,0,3,1,3,2,0,1,0,10434855
1,0,3,1,4,2,0,1,1,10434855
1,0,4,1,0,1,0,0,0,10434855
1,0,4,1,0,2,0,0,0,10434855
1,0,4,1,0,3,1,0,0,10434855
1,0,4,1,0,4,1,0,0,10434855
1,0,5,1,0,1,0,1,0,10434855
1,0,5,1,0,2,0,1,0,10434855
1,0,5,1,1,2,0,1,1,10434855
1,0,5,1,1,3,1,1,0,10434855
1,0,5,1,1,4,1,1,0,10434855
1,0,5,2,0,1,0,0,0,10434855
1,0,5,2,0,2,0,0,0,10434855
1,0,5,2,0,3,1,0,0,10434855
1,0,5,2,0,4,1,0,0,10434855
0,0,0,0,0,1,0,1,0,10434943
0,0,0,0,1,1,0,1,1,10434943
0,0,0,0,1,2,0,1,0,10434943
0,0,0,0,1,3,1,1,0,10434943
0,0,0,0,2,3,1,1,1,10434943
0,0,0,0,2,4,1,1,0,10434943
0,0,0,1,0,1,0,0,0,10434943
0,0,0,1,1,1,0,0,1,10434943
0,0,0,1,2,1,0,0,1,10434943
0,0,0,1,2,2,0,0,0,10434943
0,0,0,1,3,2,0,0,1,10434943
0,0,0,1,3,3,1,0,0,10434943
0,0,0,1,4,3,0,0,1,10434943
0,0,0,1,4,4,1,0,0,10434943
0,0,0,1,4,5,1,0,0,10434943
0,0,0,1,5,5,1,0,1,10434943
0,0,0,1,6,5,0,0,1,10434943
0,0,0,1,7,5,0,0,1,10434943
0,0,0,2,0,1,0,1,0,10434943
0,0,0,2,0,2,0,1,0,10434943
0,0,0,2,1,2,0,1,1,10434943
0,0,0,2,2,2,0,1,1,10434943
0,0,0,2,3,2,0,1,1,10434943
0,0,0,2,4,2,0,1,1,10434943
0,0,1,2,0,1,0,0,0,10434943
0,0,1,2,1,1,0,0,1,10434943
0,0,1,2,1,2,0,0,0,10434943
0,0,1,2,2,2,0,0,1,10434943
0,0,1,2,2,3,1,0,0,10434943
0,0,1,2,3,3,1,0,1,10434943
0,0,1,2,3,4,1,0,0,10434943
0,0,1,2,4,4,1,0,1,10434943
0,0,1,2,4,5,1,0,0,10434943
0,0,1,2,5,5,1,0,1,10434943
0,0,1,2,6,5,0,0,1,10434943
0,0,1,2,7,5,0,0,1,10434943
0,0,1,3,1,0,0,1,1,10434943
0,0,1,3,1,1,0,1,0,10434943
0,0,1,3,2,1,0,1,1,10434943
0,0,1,3,3,1,0,1,1,10434943
0,0,1,3,4,1,0,1,1,10434943
0,0,2,3,1,0,0,0,1,10434943
0,0,2,3,2,0,0,0,1,10434943
0,0,2,3,3,0,0,0,1,10434943
0,0,2,3,4,0,0,0,1,10434943
0,0,2,4,1,0,0,1,1,10434943
0,0,2,4,2,0,0,1,1,10434943
0,0,2,4,3,0,0,1,1,10434943
0,0,2,4,3,1,0,1,0,10434943
0,0,2,4,4,1,0,1,1,10434943
0,0,3,4,1,0,0,0,1,10434943
0,0,3,4,2,0,0,0,1,10434943
0,0,3,4,3,0,0,0,1,10434943
0,0,3,4,3,1,0,0,0,10434943
0,0,3,4,3,2,0,0,0,10434943
0,0,3,4,4,2,0,0,1,10434943
0,0,3,5,1,0,0,1,1,10434943
0,0,3,5,1,1,0,1,0,10434943
0,0,3,5,1,2,0,1,0,10434943
0,0,3,5,2,2,0,1,1,10434943
0,0,3,5,3,2,0,1,1,10434943
0,0,3,5,4,2,0,1,1,10434943
0,0,4,5,0,1,0,0,0,10434943
0,0,4,5,1,1,0,0,1,10434943
0,0,4,5,2,1,0,0,1,10434943
0,0,4,5,3,1,0,0,1,10434943
0,0,4,5,3,2,0,0,0,10434943
0,0,4,5,3,3,1,0,0,10434943
0,0,4,5,3,4,1,0,0,10434943
0,0,4,5,4,4,1,0,1,10434943
0,0,4,5,4,5,1,0,0,10434943
0,0,4,5,4,6,1,0,0,10434943
0,0,5,5,1,0,0,1,1,10434943
0,0,5,5,2,0,0,1,1,10434943
0,0,5,5,2,1,0,1,0,10434943
0,0,5,5,3,1,0,1,1,10434943
0,0,5,5,3,2,0,1,0,10434943
0,0,5,5,3,3,1,1,0,10434943
0,0,5,5,3,4,1,1,0,10434943
0,0,5,5,4,4,1,1,1,10434943
0,0,5,5,5,4,0,1,1,10434943
0,0,5,5,6,4,0,1,1,10434943
0,0,6,5,1,0,0,0,1,10434943
0,0,6,5,1,1,0,0,0,10434943
0,0,6,5,2,1,0,0,1,10434943
0,0,6,5,2,2,0,0,0,10434943
0,0,6,5,3,2,0,0,1,10434943
0,0,6,5,4,2,0,0,1,10434943
0,0,6,6,0,1,0,1,0,10434943
0,0,6,6,1,1,0,1,1,10434943
0,0,6,6,2,1,0,1,1,10434943
0,0,6,6,3,1,0,1,1,10434943
0,0,6,6,4,1,0,1,1,10434943
0,0,6,6,5,1,0,1,1,10434943
0,0,6,6,5,2,0,1,0,10434943
0,0,6,6,5,3,0,1,0,10434943
0,0,6,6,5,4,0,1,0,10434943
0,0,6,6,5,5,1,1,0,10434943
0,0,6,6,6,5,0,1,1,10434943
1,0,0,0,1,0,0,0,1,10434943
1,0,0,0,2,0,0,0,1,10434943
1,0,0,0,2,1,0,0,0,10434943
1,0,0,0,2,2,0,0,0,10434943
1,0,0,0,3,2,0,0,1,10434943
1,0,0,0,3,3,1,0,0,10434943
1,0,0,0,4,3,0,0,1,10434943
1,0,0,0,5,3,0,0,1,10434943
1,0,0,1,0,1,0,1,0,10434943
1,0,0,1,0,2,0,1,0,10434943
1,0,0,1,1,2,0,1,1,10434943
1,0,0,1,2,2,0,1,1,10434943
1,0,0,1,2,3,1,1,0,10434943
1,0,0,1,3,3,1,1,1,10434943
1,0,0,1,4,3,0,1,1,10434943
1,0,0,1,4,4,1,1,0,10434943
1,0,0,1,5,4,0,1,1,10434943
1,0,0,1,6,4,0,1,1,10434943
1,0,1,1,0,1,0,0,0,10434943
1,0,1,1,0,2,0,0,0,10434943
1,0,1,1,1,2,0,0,1,10434943
1,0,1,1,1,3,1,0,0,10434943
1,0,1,1,2,3,1,0,1,10434943
1,0,1,1,3,3,1,0,1,10434943
1,0,1,1,3,4,1,0,0,10434943
1,0,1,1,3,5,1,0,0,10434943
1,0,2,1,1,0,0,1,1,10434943
1,0,2,1,1,1,0,1,0,10434943
1,0,2,1,2,1,0,1,1,10434943
1,0,2,1,2,2,0,1,0,10434943
1,0,2,1,2,3,1,1,0,10434943
1,0,2,1,2,4,1,1,0,10434943
1,0,2,2,0,1,0,0,0,10434943
1,0,2,2,1,1,0,0,1,10434943
1,0,2,2,2,1,0,0,1,10434943
1,0,2,2,2,2,0,0,0,10434943
1,0,2,2,3,2,0,0,1,10434943
1,0,2,2,4,2,0,0,1,10434943
1,0,2,3,1,0,0,1,1,10434943
1,0,2,3,1,1,0,1,0,10434943
1,0,2,3,2,1,0,1,1,10434943
1,0,2,3,3,1,0,1,1,10434943
1,0,2,3,4,1,0,1,1,10434943
1,0,3,3,1,0,0,0,1,10434943
1,0,3,3,1,1,0,0,0,10434943
1,0,3,3,2,1,0,0,1,10434943
1,0,3,3,3,1,0,0,1,10434943
1,0,3,3,4,1,0,0,1,10434943
1,0,3,4,0,1,0,1,0,10434943
1,0,3,4,1,1,0,1,1,10434943
1,0,3,4,2,1,0,1,1,10434943
1,0,3,4,3,1,0,1,1,10434943
1,0,3,4,4,1,0,1,1,10434943
1,0,4,4,0,1,0,0,0,10434943
1,0,4,4,0,2,0,0,0,10434943
1,0,4,4,1,2,0,0,1,10434943
1,0,4,4,1,3,1,0,0,10434943
1,0,4,4,2,3,1,0,1,10434943
1,0,4,4,3,3,1,0,1,10434943
1,0,4,4,3,4,1,0,0,10434943
1,0,4,4,3,5,1,0,0,10434943
1,0,5,4,1,0,0,1,1,10434943
1,0,5,4,2,0,0,1,1,10434943
1,0,5,4,2,1,0,1,0,10434943
1,0,5,4,2,2,0,1,0,10434943
1,0,5,4,3,2,0,1,1,10434943
1,0,5,4,3,3,1,1,0,10434943
1,0,5,4,4,3,0,1,1,10434943
1,0,5,4,4,4,1,1,0,10434943
1,0,5,4,4,5,1,1,0,10434943
1,0,5,4,5,5,1,1,1,10434943
1,0,5,4,6,5,0,1,1,10434943
1,0,5,4,7,5,0,1,1,10434943
2,0,0,0,1,0,0,0,1,10434943
2,0,0,0,2,0,0,0,1,10434943
2,0,0,0,3,0,0,0,1,10434943
2,0,0,0,4,0,0,0,1,10434943
2,0,0,1,0,1,0,1,0,10434943
2,0,0,1,1,1,0,1,1,10434943
2,0,0,1,1,2,0,1,0,10434943
2,0,0,1,2,2,0,1,1,10434943
2,0,0,1,2,3,1,1,0,10434943
2,0,0,1,3,3,1,1,1,10434943
2,0,0,1,3,4,1,1,0,10434943
2,0,0,1,3,5,1,1,0,10434943
2,0,0,2,0,1,0,0,0,10434943
2,0,0,2,1,1,0,0,1,10434943
2,0,0,2,2,1,0,0,1,10434943
2,0,0,2,2,2,0,0,0,10434943
2,0,0,2,3,2,0,0,1,10434943
2,0,0,2,3,3,1,0,0,10434943
2,0,0,2,3,4,1,0,0,10434943
2,0,0,2,3,5,1,0,0,10434943
2,0,1,2,0,1,0,1,0,10434943
2,0,1,2,0,2,0,1,0,10434943
2,0,1,2,0,3,1,1,0,10434943
2,0,1,2,0,4,1,1,0,10434943
2,0,1,3,1,0,0,0,1,10434943
2,0,1,3,1,1,0,0,0,10434943
2,0,1,3,1,2,0,0,0,10434943
2,0,1,3,1,3,1,0,0,10434943
2,0,1,3,1,4,1,0,0,10434943
2,0,2,3,1,0,0,1,1,10434943
2,0,2,3,2,0,0,1,1,10434943
2,0,2,3,3,0,0,1,1,10434943
2,0,2,3,3,1,0,1,0,10434943
2,0,2,3,3,2,0,1,0,10434943
2,0,2,3,3,3,1,1,0,10434943
2,0,2,3,3,4,1,1,0,10434943
2,0,2,3,3,5,1,1,0,10434943
2,0,2,4,1,0,0,0,1,10434943
2,0,2,4,2,0,0,0,1,10434943
2,0,2,4,3,0,0,0,1,10434943
2,0,2,4,4,0,0,0,1,10434943
2,0,2,5,0,1,0,1,0,10434943
2,0,2,5,1,1,0,1,1,10434943
2,0,2,5,1,2,0,1,0,10434943
2,0,2,5,1,3,1,1,0,10434943
2,0,2,5,2,3,1,1,1,10434943
2,0,2,5,2,4,1,1,0,10434943
0,0,0,0,0,1,0,1,0,10434942
0,0,0,0,1,1,0,1,1,10434942
0,0,0,0,2,1,0,1,1,10434942
0,0,0,0,2,2,0,1,0,10434942
0,0,0,0,2,3,1,1,0,10434942
0,0,0,0,2,4,1,1,0,10434942
0,0,0,1,1,0,0,0,1,10434942
0,0,0,1,1,1,0,0,0,10434942
0,0,0,1,2,1,0,0,1,10434942
0,0,0,1,2,2,0,0,0,10434942
0,0,0,1,3,2,0,0,1,10434942
0,0,0,1,4,2,0,0,1,10434942
0,0,0,2,1,0,0,1,1,10434942
0,0,0,2,1,1,0,1,0,10434942
0,0,0,2,2,1,0,1,1,10434942
0,0,0,2,2,2,0,1,0,10434942
0,0,0,2,3,2,0,1,1,10434942
0,0,0,2,3,3,1,1,0,10434942
0,0,0,2,4,3,0,1,1,10434942
0,0,0,2,4,4,1,1,0,10434942
0,0,0,2,5,4,0,1,1,10434942
0,0,0,2,6,4,0,1,1,10434942
0,0,1,2,1,0,0,0,1,10434942
0,0,1,2,2,0,0,0,1,10434942
0,0,1,2,3,0,0,0,1,10434942
0,0,1,2,3,1,0,0,0,10434942
0,0,1,2,3,2,0,0,0,10434942
0,0,1,2,3,3,1,0,0,10434942
0,0,1,2,4,3,0,0,1,10434942
0,0,1,2,5,3,0,0,1,10434942
0,0,1,3,0,1,0,1,0,10434942
0,0,1,3,1,1,0,1,1,10434942
0,0,1,3,2,1,0,1,1,10434942
0,0,1,3,2,2,0,1,0,10434942
0,0,1,3,2,3,1,1,0,10434942
0,0,1,3,2,4,1,1,0,10434942
0,0,1,4,1,0,0,0,1,10434942
0,0,1,4,2,0,0,0,1,10434942
0,0,1,4,3,0,0,0,1,10434942
0,0,1,4,3,1,0,0,0,10434942
0,0,1,4,3,2,0,0,0,10434942
0,0,1,4,3,3,1,0,0,10434942
0,0,1,4,3,4,1,0,0,10434942
0,0,1,4,3,5,1,0,0,10434942
0,0,2,4,1,0,0,1,1,10434942
0,0,2,4,2,0,0,1,1,10434942
0,0,2,4,2,1,0,1,0,10434942
0,0,2,4,3,1,0,1,1,10434942
0,0,2,4,4,1,0,1,1,10434942
0,0,3,4,1,0,0,0,1,10434942
0,0,3,4,2,0,0,0,1,10434942
0,0,3,4,2,1,0,0,0,10434942
0,0,3,4,3,1,0,0,1,10434942
0,0,3,4,3,2,0,0,0,10434942
0,0,3,4,4,2,0,0,1,10434942
0,0,3,5,1,0,0,1,1,10434942
0,0,3,5,2,0,0,1,1,10434942
0,0,3,5,3,0,0,1,1,10434942
0,0,3,5,4,0,0,1,1,10434942
0,0,4,5,0,1,0,0,0,10434942
0,0,4,5,1,1,0,0,1,10434942
0,0,4,5,2,1,0,0,1,10434942
0,0,4,5,2,2,0,0,0,10434942
0,0,4,5,2,3,1,0,0,10434942
0,0,4,5,2,4,1,0,0,10434942
0,0,5,5,0,1,0,1,0,10434942
0,0,5,5,1,1,0,1,1,10434942
0,0,5,5,2,1,0,1,1,10434942
0,0,5,5,3,1,0,1,1,10434942
0,0,5,5,3,2,0,1,0,10434942
0,0,5,5,4,2,0,1,1,10434942
0,0,6,5,1,0,0,0,1,10434942
0,0,6,5,2,0,0,0,1,10434942
0,0,6,5,3,0,0,0,1,10434942
0,0,6,5,3,1,0,0,0,10434942
0,0,6,5,4,1,0,0,1,10434942
0,0,6,6,0,1,0,1,0,10434942
0,0,6,6,0,2,0,1,0,10434942
0,0,6,6,0,3,1,1,0,10434942
0,0,6,6,0,4,1,1,0,10434942
0,0,6,6,0,5,1,1,0,10434942
0,0,6,6,1,5,1,1,1,10434942
0,0,6,6,1,6,1,1,0,10434942
0,0,6,6,1,7,1,1,0,10434942
0,0,6,6,2,7,1,1,1,10434942
0,0,6,6,3,7,1,1,1,10434942
0,0,6,6,4,7,1,1,1,10434942
0,1,0,0,0,1,0,0,0,10434942
0,1,0,0,0,2,0,0,0,10434942
0,1,0,0,0,3,1,0,0,10434942
0,1,0,0,1,3,1,0,1,10434942
0,1,0,0,2,3,1,0,1,10434942
0,1,0,0,3,3,1,0,1,10434942
0,1,0,0,4,3,0,0,1,10434942
0,1,0,0,5,3,0,0,1,10434942
0,1,0,1,0,1,0,1,0,10434942
0,1,0,1,0,2,0,1,0,10434942
0,1,0,1,0,3,1,1,0,10434942
0,1,0,1,1,3,1,1,1,10434942
0,1,0,1,1,4,1,1,0,10434942
0,1,0,2,0,1,0,0,0,10434942
0,1,0,2,0,2,0,0,0,10434942
0,1,0,2,0,3,1,0,0,10434942
0,1,0,2,1,3,1,0,1,10434942
0,1,0,2,1,4,1,0,0,10434942
0,1,1,2,0,1,0,1,0,10434942
0,1,1,2,0,2,0,1,0,10434942
0,1,1,2,1,2,0,1,1,10434942
0,1,1,2,2,2,0,1,1,10434942
0,1,1,2,3,2,0,1,1,10434942
0,1,1,2,4,2,0,1,1,10434942
0,1,2,2,0,1,0,0,0,10434942
0,1,2,2,1,1,0,0,1,10434942
0,1,2,2,2,1,0,0,1,10434942
0,1,2,2,2,2,0,0,0,10434942
0,1,2,2,3,2,0,0,1,10434942
0,1,2,2,3,3,1,0,0,10434942
0,1,2,2,4,3,0,0,1,10434942
0,1,2,2,5,3,0,0,1,10434942
0,1,2,3,0,1,0,1,0,10434942
0,1,2,3,0,2,0,1,0,10434942
0,1,2,3,1,2,0,1,1,10434942
0,1,2,3,2,2,0,1,1,10434942
0,1,2,3,3,2,0,1,1,10434942
0,1,2,3,4,2,0,1,1,10434942
0,1,3,3,0,1,0,0,0,10434942
0,1,3,3,0,2,0,0,0,10434942
0,1,3,3,0,3,1,0,0,10434942
0,1,3,3,1,3,1,0,1,10434942
0,1,3,3,2,3,1,0,1,10434942
0,1,3,3,2,4,1,0,0,10434942
0,1,4,3,1,0,0,1,1,10434942
0,1,4,3,1,1,0,1,0,10434942
0,1,4,3,1,2,0,1,0,10434942
0,1,4,3,2,2,0,1,1,10434942
0,1,4,3,3,2,0,1,1,10434942
0,1,4,3,4,2,0,1,1,10434942
0,1,5,3,0,1,0,0,0,10434942
0,1,5,3,1,1,0,0,1,10434942
0,1,5,3,1,2,0,0,0,10434942
0,1,5,3,2,2,0,0,1,10434942
0,1,5,3,3,2,0,0,1,10434942
0,1,5,3,3,3,1,0,0,10434942
0,1,5,3,4,3,0,0,1,10434942
0,1,5,3,4,4,1,0,0,10434942
0,1,5,3,5,4,0,0,1,10434942
0,1,5,3,6,4,0,0,1,10434942
0,1,5,4,1,0,0,1,1,10434942
0,1,5,4,2,0,0,1,1,10434942
0,1,5,4,2,1,0,1,0,10434942
0,1,5,4,3,1,0,1,1,10434942
0,1,5,4,3,2,0,1,0,10434942
0,1,5,4,3,3,1,1,0,10434942
0,1,5,4,3,4,1,1,0,10434942
0,1,5,4,4,4,1,1,1,10434942
0,1,5,4,5,4,0,1,1,10434942
0,1,5,4,5,5,1,1,0,10434942
0,1,5,4,6,5,0,1,1,10434942
0,1,5,4,7,5,0,1,1,10434942
1,1,0,0,1,0,0,0,1,10434942
1,1,0,0,2,0,0,0,1,10434942
1,1,0,0,2,1,0,0,0,10434942
1,1,0,0,3,1,0,0,1,10434942
1,1,0,0,3,2,0,0,0,10434942
1,1,0,0,3,3,1,0,0,10434942
1,1,0,0,3,4,1,0,0,10434942
1,1,0,0,3,5,1,0,0,10434942
1,1,1,0,1,0,0,1,1,10434942
1,1,1,0,2,0,0,1,1,10434942
1,1,1,0,3,0,0,1,1,10434942
1,1,1,0,4,0,0,1,1,10434942
1,1,2,0,1,0,0,0,1,10434942
1,1,2,0,2,0,0,0,1,10434942
1,1,2,0,2,1,0,0,0,10434942
1,1,2,0,2,2,0,0,0,10434942
1,1,2,0,2,3,1,0,0,10434942
1,1,2,0,3,3,1,0,1,10434942
1,1,2,0,3,4,1,0,0,10434942
1,1,2,0,3,5,1,0,0,10434942
1,1,3,0,1,0,0,1,1,10434942
1,1,3,0,1,1,0,1,0,10434942
1,1,3,0,2,1,0,1,1,10434942
1,1,3,0,3,1,0,1,1,10434942
1,1,3,0,4,1,0,1,1,10434942
1,1,4,0,1,0,0,0,1,10434942
1,1,4,0,2,0,0,0,1,10434942
1,1,4,0,2,1,0,0,0,10434942
1,1,4,0,3,1,0,0,1,10434942
1,1,4,0,4,1,0,0,1,10434942
1,1,4,1,0,1,0,1,0,10434942
1,1,4,1,1,1,0,1,1,10434942
1,1,4,1,2,1,0,1,1,10434942
1,1,4,1,2,2,0,1,0,10434942
1,1,4,1,3,2,0,1,1,10434942
1,1,4,1,3,3,1,1,0,10434942
1,1,4,1,4,3,0,1,1,10434942
1,1,4,1,4,4,1,1,0,10434942
1,1,4,1,5,4,0,1,1,10434942
1,1,4,1,6,4,0,1,1,10434942
1,1,5,1,0,1,0,0,0,10434942
1,1,5,1,1,1,0,0,1,10434942
1,1,5,1,2,1,0,0,1,10434942
1,1,5,1,3,1,0,0,1,10434942
1,1,5,1,3,2,0,0,0,10434942
1,1,5,1,3,3,1,0,0,10434942
1,1,5,1,3,4,1,0,0,10434942
1,1,5,1,3,5,1,0,0,10434942
0,0,0,0,1,0,0,1,1,10435217
0,0,0,0,1,1,0,1,0,10435217
0,0,0,0,2,1,0,1,1,10435217
0,0,0,0,3,1,0,1,1,10435217
0,0,0,0,4,1,0,1,1,10435217
0,0,1,0,0,1,0,0,0,10435217
0,0,1,0,0,2,0,0,0,10435217
0,0,1,0,0,3,1,0,0,10435217
0,0,1,0,0,4,1,0,0,10435217
0,0,2,0,0,1,0,1,0,10435217
0,0,2,0,1,1,0,1,1,10435217
0,0,2,0,2,1,0,1,1,10435217
0,0,2,0,2,2,0,1,0,10435217
0,0,2,0,3,2,0,1,1,10435217
0,0,2,0,4,2,0,1,1,10435217
0,0,3,0,0,1,0,0,0,10435217
0,0,3,0,0,2,0,0,0,10435217
0,0,3,0,0,3,1,0,0,10435217
0,0,3,0,1,3,1,0,1,10435217
0,0,3,0,1,4,1,0,0,10435217
0,0,4,0,1,0,0,1,1,10435217
0,0,4,0,2,0,0,1,1,10435217
0,0,4,0,3,0,0,1,1,10435217
0,0,4,0,4,0,0,1,1,10435217
0,0,5,0,1,0,0,0,1,10435217
0,0,5,0,1,1,0,0,0,10435217
0,0,5,0,2,1,0,0,1,10435217
0,0,5,0,2,2,0,0,0,10435217
0,0,5,0,3,2,0,0,1,10435217
0,0,5,0,3,3,1,0,0,10435217
0,0,5,0,4,3,0,0,1,10435217
0,0,5,0,4,4,1,0,0,10435217
0,0,5,0,5,4,0,0,1,10435217
0,0,5,0,6,4,0,0,1,10435217
0,0,5,1,1,0,0,1,1,10435217
0,0,5,1,2,0,0,1,1,10435217
0,0,5,1,2,1,0,1,0,10435217
0,0,5,1,3,1,0,1,1,10435217
0,0,5,1,4,1,0,1,1,10435217
1,0,0,0,0,1,0,0,0,10435217
1,0,0,0,0,2,0,0,0,10435217
1,0,0,0,0,3,1,0,0,10435217
1,0,0,0,1,3,1,0,1,10435217
1,0,0,0,1,4,1,0,0,10435217
1,0,1,0,1,0,0,1,1,10435217
1,0,1,0,2,0,0,1,1,10435217
1,0,1,0,3,0,0,1,1,10435217
1,0,1,0,4,0,0,1,1,10435217
1,0,2,0,0,1,0,0,0,10435217
1,0,2,0,0,2,0,0,0,10435217
1,0,2,0,0,3,1,0,0,10435217
1,0,2,0,1,3,1,0,1,10435217
1,0,2,0,1,4,1,0,0,10435217
1,0,3,0,1,0,0,1,1,10435217
1,0,3,0,2,0,0,1,1,10435217
1,0,3,0,2,1,0,1,0,10435217
1,0,3,0,3,1,0,1,1,10435217
1,0,3,0,4,1,0,1,1,10435217
1,0,4,0,0,1,0,0,0,10435217
1,0,4,0,1,1,0,0,1,10435217
1,0,4,0,1,2,0,0,0,10435217
1,0,4,0,1,3,1,0,0,10435217
1,0,4,0,2,3,1,0,1,10435217
1,0,4,0,3,3,1,0,1,10435217
1,0,4,0,4,3,0,0,1,10435217
1,0,4,0,5,3,0,0,1,10435217
1,0,4,1,1,0,0,1,1,10435217
1,0,4,1,1,1,0,1,0,10435217
1,0,4,1,2,1,0,1,1,10435217
1,0,4,1,2,2,0,1,0,10435217
1,0,4,1,3,2,0,1,1,10435217
1,0,4,1,4,2,0,1,1,10435217
1,0,5,1,1,0,0,0,1,10435217
1,0,5,1,1,1,0,0,0,10435217
1,0,5,1,1,2,0,0,0,10435217
1,0,5,1,1,3,1,0,0,10435217
1,0,5,1,1,4,1,0,0,10435217
0,0,0,0,1,0,0,1,1,10435917
0,0,0,0,2,0,0,1,1,10435917
0,0,0,0,2,1,0,1,0,10435917
0,0,0,0,3,1,0,1,1,10435917
0,0,0,0,4,1,0,1,1,10435917
0,0,1,0,1,0,0,0,1,10435917
0,0,1,0,1,1,0,0,0,10435917
0,0,1,0,1,2,0,0,0,10435917
0,0,1,0,2,2,0,0,1,10435917
0,0,1,0,3,2,0,0,1,10435917
0,0,1,0,3,3,1,0,0,10435917
0,0,1,0,3,4,1,0,0,10435917
0,0,1,0,4,4,1,0,1,10435917
0,0,1,0,4,5,1,0,0,10435917
0,0,1,0,4,6,1,0,0,10435917
0,0,2,0,0,1,0,1,0,10435917
0,0,2,0,0,2,0,1,0,10435917
0,0,2,0,1,2,0,1,1,10435917
0,0,2,0,2,2,0,1,1,10435917
0,0,2,0,3,2,0,1,1,10435917
